"","Codigo","Companhia","Ano","Remuneração.Média"
"864",147,"FUTURETEL SA","2014",15204
"865",147,"FUTURETEL SA","2013",16333.3333333333
"866",147,"FUTURETEL SA","2012",20000
"867",147,"FUTURETEL SA","2011",20000
"868",147,"FUTURETEL SA","2010",20000
"869",148,"TELINVEST SA","2015",0
"870",148,"TELINVEST SA","2014",0
"871",148,"TELINVEST SA","2013",0
"872",148,"TELINVEST SA","2012",0
"873",148,"TELINVEST SA","2011",0
"874",148,"TELINVEST SA","2010",0
"875",149,"LONGDIS SA","2016",0
"876",149,"LONGDIS SA","2015",0
"877",149,"LONGDIS SA","2014",0
"878",149,"LONGDIS SA","2012",0
"879",149,"LONGDIS SA","2011",0
"880",149,"LONGDIS SA","2010",0
"881",150,"LF TEL SA","2013",58333.3333333333
"882",150,"LF TEL SA","2012",25000
"883",150,"LF TEL SA","2011",0
"884",150,"LF TEL SA","2010",0
"885",151,"RUMO S.A.","2017",6721694.13636364
"886",151,"RUMO S.A.","2016",2153184.29984197
"887",151,"RUMO S.A.","2015",1381242.54666667
"888",151,"RUMO S.A.","2014",3122316.375
"889",151,"RUMO S.A.","2013",4115890.28571429
"890",151,"RUMO S.A.","2012",4323101.69166667
"891",151,"RUMO S.A.","2011",6042655.39393939
"892",151,"RUMO S.A.","2010",3566666.66666667
"893",152,"ELEKTRO REDES S.A.","2017",2565785.36666667
"894",152,"ELEKTRO REDES S.A.","2016",2748146.12
"895",152,"ELEKTRO REDES S.A.","2015",2491216.22880952
"896",152,"ELEKTRO REDES S.A.","2014",2157767.35404762
"897",152,"ELEKTRO REDES S.A.","2013",1428332.38857143
"898",152,"ELEKTRO REDES S.A.","2012",11976.9673704415
"899",152,"ELEKTRO REDES S.A.","2011",1441095.69664903
"900",152,"ELEKTRO REDES S.A.","2010",1629048.25833333
"901",153,"CAPITALPART PARTICIPAÇÕES SA","2016",0
"902",153,"CAPITALPART PARTICIPAÇÕES SA","2015",0
"903",153,"CAPITALPART PARTICIPAÇÕES SA","2014",0
"904",153,"CAPITALPART PARTICIPAÇÕES SA","2013",0
"905",153,"CAPITALPART PARTICIPAÇÕES SA","2012",0
"906",153,"CAPITALPART PARTICIPAÇÕES SA","2011",0
"907",153,"CAPITALPART PARTICIPAÇÕES SA","2010",0
"908",154,"NEWTEL PARTICIPACOES SA","2017",16866
"909",154,"NEWTEL PARTICIPACOES SA","2016",25000
"910",154,"NEWTEL PARTICIPACOES SA","2015",25000
"911",154,"NEWTEL PARTICIPACOES SA","2014",12000
"912",154,"NEWTEL PARTICIPACOES SA","2013",7666.66666666667
"913",154,"NEWTEL PARTICIPACOES SA","2012",18750
"914",154,"NEWTEL PARTICIPACOES SA","2011",18750
"915",154,"NEWTEL PARTICIPACOES SA","2010",18333.3333333333
"916",155,"INNCORP S.A.","2016",0
"917",155,"INNCORP S.A.","2015",0
"918",155,"INNCORP S.A.","2012",0
"919",155,"INNCORP S.A.","2011",0
"920",155,"INNCORP S.A.","2010",0
"921",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2016",586110.416666667
"922",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2015",787362.575
"923",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2014",1320371.25
"924",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2013",625293.4
"925",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2012",1125969.99
"926",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2011",559935
"927",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2010",371585.776666667
"928",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2011",301333.333333333
"929",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2010",30000
"930",158,"TIM PARTICIPAÇÕES SA","2017",6087303.77857143
"931",158,"TIM PARTICIPAÇÕES SA","2016",4185375.875
"932",158,"TIM PARTICIPAÇÕES SA","2015",3618247
"933",158,"TIM PARTICIPAÇÕES SA","2014",3003446.44444444
"934",158,"TIM PARTICIPAÇÕES SA","2013",1801895.59975709
"935",158,"TIM PARTICIPAÇÕES SA","2012",1620388.08430458
"936",158,"TIM PARTICIPAÇÕES SA","2011",913338.93968254
"937",158,"TIM PARTICIPAÇÕES SA","2010",1744516.09822647
"938",159,"EMBRATEL PARTICIPAÇÕES SA","2013",188228.571428571
"939",159,"EMBRATEL PARTICIPAÇÕES SA","2012",189021.904761905
"940",159,"EMBRATEL PARTICIPAÇÕES SA","2011",188795.238095238
"941",159,"EMBRATEL PARTICIPAÇÕES SA","2010",188228.571428571
"942",160,"TELE NORTE LESTE PARTICIPAÇÕES SA","2010",362195.171111111
"943",161,"TELEFÔNICA BRASIL S.A.","2017",4257272.83666667
"944",161,"TELEFÔNICA BRASIL S.A.","2016",4343707.69583333
"945",161,"TELEFÔNICA BRASIL S.A.","2015",15552417.7933333
"946",161,"TELEFÔNICA BRASIL S.A.","2014",5823144.62833333
"947",161,"TELEFÔNICA BRASIL S.A.","2013",4697110.91666667
"948",161,"TELEFÔNICA BRASIL S.A.","2012",4042331.14583333
"949",161,"TELEFÔNICA BRASIL S.A.","2011",1811635.34166667
"950",161,"TELEFÔNICA BRASIL S.A.","2010",3918334.19642157
"951",162,"VIVO PARTICIPAÇÕES SA","2010",544127.8
"952",164,"MAORI SA","2013",0
"953",164,"MAORI SA","2012",0
"954",164,"MAORI SA","2011",0
"955",164,"MAORI SA","2010",0
"956",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2010",45833.3333333333
"957",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2017",2913797.46
"958",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2016",5908861.66214286
"959",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2015",5522672.78423388
"960",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2014",5847858.03444444
"961",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013",4239668.86083333
"962",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012",4239668.86083333
"963",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011",3316143.75
"964",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2010",2985277.77777778
"965",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017",1060000
"966",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2016",6113114.26666667
"967",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015",4048110.6
"968",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2014",9140390.2443609
"969",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2013",12585885.3333333
"970",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012",3632723.2
"971",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2011",2275573.36103896
"972",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2010",2135364.11904762
"973",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2017",0
"974",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2016",0
"975",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2015",340000
"976",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2014",396666.666666667
"977",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2013",463694.030120482
"978",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2012",1872694.5
"979",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2011",1205174.8
"980",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2010",1121370.22727273
"981",171,"RUMO MALHA PAULISTA S.A.","2017",1681497.3725
"982",171,"RUMO MALHA PAULISTA S.A.","2016",1037380
"983",171,"RUMO MALHA PAULISTA S.A.","2015",1500000
"984",171,"RUMO MALHA PAULISTA S.A.","2014",285714.285714286
"985",171,"RUMO MALHA PAULISTA S.A.","2013",866942.282857143
"986",171,"RUMO MALHA PAULISTA S.A.","2012",10000
"987",171,"RUMO MALHA PAULISTA S.A.","2011",7142.85714285714
"988",171,"RUMO MALHA PAULISTA S.A.","2010",3000
"989",172,"MRS LOGÍSTICA S/A","2017",2817183.5
"990",172,"MRS LOGÍSTICA S/A","2016",2624398.44642857
"991",172,"MRS LOGÍSTICA S/A","2015",2623934.325
"992",172,"MRS LOGÍSTICA S/A","2014",2076554.75
"993",172,"MRS LOGÍSTICA S/A","2013",2127087.91615721
"994",172,"MRS LOGÍSTICA S/A","2012",1503994
"995",172,"MRS LOGÍSTICA S/A","2011",1494179.8
"996",172,"MRS LOGÍSTICA S/A","2010",1570012.56666667
"997",174,"KROTON EDUCACIONAL S.A.","2017",13850705.58375
"998",174,"KROTON EDUCACIONAL S.A.","2016",17204645.0025
"999",174,"KROTON EDUCACIONAL S.A.","2015",15627703.0991667
"1000",174,"KROTON EDUCACIONAL S.A.","2014",21381764.791641
"1001",174,"KROTON EDUCACIONAL S.A.","2013",9802905.92833333
"1002",174,"KROTON EDUCACIONAL S.A.","2012",3133664.70564214
"1003",174,"KROTON EDUCACIONAL S.A.","2011",1810448.3993058
"1004",174,"KROTON EDUCACIONAL S.A.","2010",1713211.38
"1005",175,"ALTERE SECURITIZADORA S.A.","2013",0
"1006",176,"ALIUM PARTICIPAÇÕES SA","2010",37500
"1007",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2012",6531681.11319575
"1008",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2011",6238436.87728633
"1009",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2010",7010765.94444444
"1010",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2017",643831.075
"1011",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016",693073.95
"1012",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2015",522426.666666667
"1013",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2014",580907.166666667
"1014",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2013",442385.225
"1015",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2012",462028.925
"1016",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2011",295860.2
"1017",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2010",361012.55
"1018",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2017",0
"1019",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2016",0
"1020",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2015",0
"1021",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2014",0
"1022",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2013",0
"1023",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2012",0
"1024",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2011",0
"1025",181,"RASIP AGRO PASTORIL SA","2012",451250
"1026",181,"RASIP AGRO PASTORIL SA","2011",475000
"1027",181,"RASIP AGRO PASTORIL SA","2010",492624.25
"1028",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2017",1997310.945
"1029",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2016",1873712.6
"1030",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2015",1858065.255
"1031",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2014",1552647.52066116
"1032",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2013",886275.386666667
"1033",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2012",558303.370786517
"1034",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2011",1022500
"1035",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2010",861787.5
"1036",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2017",1234753.175
"1037",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016",897752.082857143
"1038",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2015",540810.55705301
"1039",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2014",993583.333333333
"1040",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2013",450474.588730159
"1041",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2010",607142.857142857
"1042",185,"AES TIETE SA","2014",670013.669284941
"1043",185,"AES TIETE SA","2013",865794.328571429
"1044",185,"AES TIETE SA","2012",891808.8
"1045",185,"AES TIETE SA","2011",934437.5
"1046",185,"AES TIETE SA","2010",1156327.55555556
"1047",186,"RIO PARANAPANEMA ENERGIA SA","2017",1673333.33333333
"1048",186,"RIO PARANAPANEMA ENERGIA SA","2016",2181961.9047619
"1049",186,"RIO PARANAPANEMA ENERGIA SA","2015",1942857.14285714
"1050",186,"RIO PARANAPANEMA ENERGIA SA","2014",1886111.11111111
"1051",186,"RIO PARANAPANEMA ENERGIA SA","2013",1536428.57142857
"1052",186,"RIO PARANAPANEMA ENERGIA SA","2012",1304269.04957143
"1053",186,"RIO PARANAPANEMA ENERGIA SA","2011",1578571.42857143
"1054",186,"RIO PARANAPANEMA ENERGIA SA","2010",1625000
"1055",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2017",1719807.26293996
"1056",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2016",1562413.06954436
"1057",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2015",2106394.33280961
"1058",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2014",174062.222222222
"1059",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2013",1657764.51762821
"1060",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2012",1317620
"1061",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2011",1138000
"1062",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2010",1120126
"1063",189,"IDEIASNET SA","2017",838500
"1064",189,"IDEIASNET SA","2016",956500
"1065",189,"IDEIASNET SA","2015",903666.666666667
"1066",189,"IDEIASNET SA","2014",1259333.33333333
"1067",189,"IDEIASNET SA","2013",1969333.33333333
"1068",189,"IDEIASNET SA","2012",1969333.33333333
"1069",189,"IDEIASNET SA","2011",1552380.95238095
"1070",189,"IDEIASNET SA","2010",1939330.82706767
"1071",191,"ULTRAPAR PARTICIPAÇÕES SA","2017",8618090.47619048
"1072",191,"ULTRAPAR PARTICIPAÇÕES SA","2016",8955049.20634921
"1073",191,"ULTRAPAR PARTICIPAÇÕES SA","2015",8023847.61904762
"1074",191,"ULTRAPAR PARTICIPAÇÕES SA","2014",7039589.52380952
"1075",191,"ULTRAPAR PARTICIPAÇÕES SA","2013",6476431.79190751
"1076",191,"ULTRAPAR PARTICIPAÇÕES SA","2012",6017672.22222222
"1077",191,"ULTRAPAR PARTICIPAÇÕES SA","2011",5596873.6300333
"1078",191,"ULTRAPAR PARTICIPAÇÕES SA","2010",9374202.27989619
"1079",192,"CLARION S/A AGROINDUSTRIAL","2012",8664000
"1080",192,"CLARION S/A AGROINDUSTRIAL","2011",89440
"1081",192,"CLARION S/A AGROINDUSTRIAL","2010",68933.3333333333
"1082",193,"TERMINAL GARAGEM MENEZES CORTES SA","2017",546810
"1083",193,"TERMINAL GARAGEM MENEZES CORTES SA","2016",582299.5
"1084",193,"TERMINAL GARAGEM MENEZES CORTES SA","2015",541307.666666667
"1085",193,"TERMINAL GARAGEM MENEZES CORTES SA","2014",505559.333333333
"1086",193,"TERMINAL GARAGEM MENEZES CORTES SA","2013",436249.166666667
"1087",193,"TERMINAL GARAGEM MENEZES CORTES SA","2012",436249.166666667
"1088",193,"TERMINAL GARAGEM MENEZES CORTES SA","2011",445697.041666667
"1089",193,"TERMINAL GARAGEM MENEZES CORTES SA","2010",512500
"1090",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2017",614944.428571429
"1091",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2016",496405.880952381
"1092",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2015",496405.880952381
"1093",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2014",390155.261904762
"1094",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2013",207420.897727273
"1095",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2012",310954.625
"1096",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2011",262932.428571429
"1097",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2010",334419.142857143
"1098",195,"INVESTCO S/A","2017",186048.19047619
"1099",195,"INVESTCO S/A","2016",179047.619047619
"1100",195,"INVESTCO S/A","2015",179047.619047619
"1101",195,"INVESTCO S/A","2014",340000
"1102",195,"INVESTCO S/A","2013",296600
"1103",195,"INVESTCO S/A","2012",104933.333333333
"1104",195,"INVESTCO S/A","2011",243361.43
"1105",195,"INVESTCO S/A","2010",91000.7619047619
"1106",196,"DTCOM - DIRECT TO COMPANY S.A.","2017",159323.21
"1107",196,"DTCOM - DIRECT TO COMPANY S.A.","2016",82652.268
"1108",196,"DTCOM - DIRECT TO COMPANY S.A.","2015",219996.74
"1109",196,"DTCOM - DIRECT TO COMPANY S.A.","2014",230978.35
"1110",196,"DTCOM - DIRECT TO COMPANY S.A.","2013",19042000
"1111",196,"DTCOM - DIRECT TO COMPANY S.A.","2012",147333.333333333
"1112",196,"DTCOM - DIRECT TO COMPANY S.A.","2011",133266.6675
"1113",196,"DTCOM - DIRECT TO COMPANY S.A.","2010",178851.356666667
"1114",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2017",1292278.26549623
"1115",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2016",1230196.60805621
"1116",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2015",1058351.62061606
"1117",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2014",1033219.43542857
"1118",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2013",937033.139158638
"1119",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2012",65960.385
"1120",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2011",51987.3333333333
"1121",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2010",41047.5433333333
"1122",198,"PRIVATINVEST PARTICIPAÇÕES SA","2010",37500
"1123",200,"CPFL ENERGIA SA","2017",4551180.4107425
"1124",200,"CPFL ENERGIA SA","2016",4335540.06968641
"1125",200,"CPFL ENERGIA SA","2015",2490953.13771686
"1126",200,"CPFL ENERGIA SA","2014",2645676.19047619
"1127",200,"CPFL ENERGIA SA","2013",1765020.33472803
"1128",200,"CPFL ENERGIA SA","2012",2891611.9987327
"1129",200,"CPFL ENERGIA SA","2011",1315867.73427515
"1130",200,"CPFL ENERGIA SA","2010",606587.030075188
"1131",201,"TELEMAR PARTICIPAÇÕES SA","2014",1117704.54545455
"1132",201,"TELEMAR PARTICIPAÇÕES SA","2013",1047651.51515152
"1133",201,"TELEMAR PARTICIPAÇÕES SA","2012",1001560.60606061
"1134",201,"TELEMAR PARTICIPAÇÕES SA","2011",951469.696969697
"1135",201,"TELEMAR PARTICIPAÇÕES SA","2010",963727.272727273
"1136",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017",73145
"1137",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2016",295527
"1138",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015",265282.333333333
"1139",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014",254099.066666667
"1140",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013",245287.8
"1141",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012",148452
"1142",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2011",218603.333333333
"1143",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2010",196160
"1144",203,"CEMIG TELECOMUNICAÇÕES S/A","2016",873606.613333333
"1145",203,"CEMIG TELECOMUNICAÇÕES S/A","2015",892058.3525
"1146",203,"CEMIG TELECOMUNICAÇÕES S/A","2014",372700.076666667
"1147",203,"CEMIG TELECOMUNICAÇÕES S/A","2013",815670.44
"1148",203,"CEMIG TELECOMUNICAÇÕES S/A","2012",20526
"1149",203,"CEMIG TELECOMUNICAÇÕES S/A","2011",23943.3333333333
"1150",203,"CEMIG TELECOMUNICAÇÕES S/A","2010",18360
"1151",204,"BRADESPAR S/A","2017",2765000
"1152",204,"BRADESPAR S/A","2016",2676666.66666667
"1153",204,"BRADESPAR S/A","2015",2130000
"1154",204,"BRADESPAR S/A","2014",2032000
"1155",204,"BRADESPAR S/A","2013",3312480
"1156",204,"BRADESPAR S/A","2012",2877700
"1157",204,"BRADESPAR S/A","2011",3000100
"1158",204,"BRADESPAR S/A","2010",3099600
"1159",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2017",359321.846153846
"1160",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2016",1176153.5125
"1161",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2015",1210350.47142857
"1162",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2014",323071.333333333
"1163",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2013",553370.4
"1164",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2012",780689.014
"1165",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2011",524224.813333333
"1166",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010",843257.355
"1167",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2017",4174240.64285714
"1168",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2016",4077231.28571429
"1169",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2015",3472961.96428571
"1170",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2014",3143325.025
"1171",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2013",2668105.8
"1172",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2012",2093990.8
"1173",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2011",1545191.66666667
"1174",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2010",1819166
"1175",207,"CCR S.A.","2017",6760575.75757576
"1176",207,"CCR S.A.","2016",7203363.63636364
"1177",207,"CCR S.A.","2015",4302670.995671
"1178",207,"CCR S.A.","2014",4544757.57575758
"1179",207,"CCR S.A.","2013",3866040.4040404
"1180",207,"CCR S.A.","2012",3586233.33333333
"1181",207,"CCR S.A.","2011",3586233.33333333
"1182",207,"CCR S.A.","2010",2492080.80808081
"1183",209,"CPFL GERAÇÃO DE ENERGIA S/A","2017",1345416.66666667
"1184",209,"CPFL GERAÇÃO DE ENERGIA S/A","2016",981166.666666667
"1185",209,"CPFL GERAÇÃO DE ENERGIA S/A","2015",804000
"1186",209,"CPFL GERAÇÃO DE ENERGIA S/A","2014",148600
"1187",209,"CPFL GERAÇÃO DE ENERGIA S/A","2013",640500
"1188",209,"CPFL GERAÇÃO DE ENERGIA S/A","2012",645166.666666667
"1189",209,"CPFL GERAÇÃO DE ENERGIA S/A","2011",823250
"1190",209,"CPFL GERAÇÃO DE ENERGIA S/A","2010",688833.333333333
"1191",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2013",4300323.0995671
"1192",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2012",3309317.47066493
"1193",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2011",3988747.5
"1194",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2010",1978079.99370948
"1195",211,"AES TIETÊ ENERGIA S.A","2017",2737948.81499203
"1196",211,"AES TIETÊ ENERGIA S.A","2016",1426461
"1197",211,"AES TIETÊ ENERGIA S.A","2015",1227159.06666667
"1198",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2017",656713.937142857
"1199",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2016",1056066.27738095
"1200",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2015",714133.370416667
"1201",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2014",851132.060833333
"1202",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2013",799860.974583333
"1203",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2012",695834.210416667
"1204",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2011",656767.177916667
"1205",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2010",499670.707916667
"1206",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2017",903966.96
"1207",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2016",931018.57
"1208",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2015",1191070
"1209",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2014",1124271
"1210",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2013",881636.38
"1211",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2012",620707.608333333
"1212",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2011",519838.88
"1213",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2010",498580.69
"1214",215,"BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2011",870943.428571429
"1215",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2017",0
"1216",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2016",0
"1217",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2015",18792
"1218",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2014",17376
"1219",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2013",16272
"1220",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2012",16272
"1221",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2015",76733.6666666667
"1222",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2014",82699.6333333333
"1223",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2013",77719.8166666667
"1224",218,"COARI PARTICIPAÇÕES SA","2010",28770.8165
"1225",220,"LIQ PARTICIPAÇÕES S.A.","2017",3701666.66666667
"1226",220,"LIQ PARTICIPAÇÕES S.A.","2016",4022685.71428571
"1227",220,"LIQ PARTICIPAÇÕES S.A.","2015",2501666.66666667
"1228",220,"LIQ PARTICIPAÇÕES S.A.","2014",1313900
